# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
frr	gene-TPANIC_RS02980	TRANSCRIPT_gene-TPANIC_RS02980	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ftsA	gene-TPANIC_RS01900	TRANSCRIPT_gene-TPANIC_RS01900	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
ftsH	gene-TPANIC_RS03785	TRANSCRIPT_gene-TPANIC_RS03785	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ftsW	gene-TPANIC_RS01890	TRANSCRIPT_gene-TPANIC_RS01890	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	3
ftsY	gene-TPANIC_RS02850	TRANSCRIPT_gene-TPANIC_RS02850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ftsZ	gene-TPANIC_RS01905	TRANSCRIPT_gene-TPANIC_RS01905	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
gap	gene-TPANIC_RS04175	TRANSCRIPT_gene-TPANIC_RS04175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gene-TPANIC_RS00035	null	gene-TPANIC_RS00035	pseudogene	0	0	0	4	0	0	0	0	2	0	0	1	0	0	1
gene-TPANIC_RS00035	null	gene-TPANIC_RS00040	pseudogene	0	0	0	4	0	0	0	0	2	0	0	1	0	0	1
gene-TPANIC_RS00035	null	gene-TPANIC_RS01255	pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
gene-TPANIC_RS00035	null	gene-TPANIC_RS01555	pseudogene	0	0	0	13	0	0	0	0	10	0	0	0	0	0	3
gene-TPANIC_RS00035	null	gene-TPANIC_RS02365	pseudogene	0	0	0	7	0	0	0	0	1	0	0	3	0	0	3
gene-TPANIC_RS00035	null	gene-TPANIC_RS02545	pseudogene	0	0	0	8	0	0	0	0	7	0	0	0	0	0	1
gene-TPANIC_RS00035	null	gene-TPANIC_RS02615	pseudogene	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
gene-TPANIC_RS00035	null	gene-TPANIC_RS04420	pseudogene	0	0	0	84	0	0	0	0	2	0	0	80	0	0	2
gene-TPANIC_RS00035	null	gene-TPANIC_RS04890	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gene-TPANIC_RS00035	null	gene-TPANIC_RS05455	pseudogene	0	0	0	11	0	0	0	0	1	0	0	0	0	0	10
gene-TPANIC_RS00035	null	gene-TPANIC_RS05465	pseudogene	0	0	0	29	0	0	0	0	0	0	0	2	0	0	27
gene-TPANIC_RS00035	null	gene-TPANIC_RS05475	pseudogene	0	0	0	13	0	0	0	0	10	0	0	0	0	0	3
gene-TPANIC_RS00035	null	gene-TPANIC_RS05490	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gene-TPANIC_RS00035	null	gene-TPANIC_RS05505	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
glmS	gene-TPANIC_RS04250	TRANSCRIPT_gene-TPANIC_RS04250	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	2
glpQ	gene-TPANIC_RS01295	TRANSCRIPT_gene-TPANIC_RS01295	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
gltA	gene-TPANIC_RS03645	TRANSCRIPT_gene-TPANIC_RS03645	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
gnd	gene-TPANIC_RS01625	TRANSCRIPT_gene-TPANIC_RS01625	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
greA	gene-TPANIC_RS00070	TRANSCRIPT_gene-TPANIC_RS00070	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
groL	gene-TPANIC_RS00150	TRANSCRIPT_gene-TPANIC_RS00150	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	5
gyrA	gene-TPANIC_RS00025	TRANSCRIPT_gene-TPANIC_RS00025	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0
gyrB	gene-TPANIC_RS04965	TRANSCRIPT_gene-TPANIC_RS04965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hflC	gene-TPANIC_RS00575	TRANSCRIPT_gene-TPANIC_RS00575	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0
hflK	gene-TPANIC_RS00570	TRANSCRIPT_gene-TPANIC_RS00570	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0
holA	gene-TPANIC_RS02890	TRANSCRIPT_gene-TPANIC_RS02890	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
htpG	gene-TPANIC_RS04845	TRANSCRIPT_gene-TPANIC_RS04845	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
infB	gene-TPANIC_RS04395	TRANSCRIPT_gene-TPANIC_RS04395	protein_coding	0	0	0	81	0	0	0	0	0	0	0	0	0	0	81
ispE	gene-TPANIC_RS01815	TRANSCRIPT_gene-TPANIC_RS01815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ispG	gene-TPANIC_RS02175	TRANSCRIPT_gene-TPANIC_RS02175	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
ispH	gene-TPANIC_RS02685	TRANSCRIPT_gene-TPANIC_RS02685	protein_coding	0	2	0	24	0	0	0	0	1	0	0	0	0	2	23
lepA	gene-TPANIC_RS02495	TRANSCRIPT_gene-TPANIC_RS02495	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
lepB	gene-TPANIC_RS00920	TRANSCRIPT_gene-TPANIC_RS00920	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
lepB	gene-TPANIC_RS04565	TRANSCRIPT_gene-TPANIC_RS04565	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ligA	gene-TPANIC_RS03135	TRANSCRIPT_gene-TPANIC_RS03135	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
lnt	gene-TPANIC_RS01270	TRANSCRIPT_gene-TPANIC_RS01270	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
lon	gene-TPANIC_RS02565	TRANSCRIPT_gene-TPANIC_RS02565	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
lptB	gene-TPANIC_RS03895	TRANSCRIPT_gene-TPANIC_RS03895	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
map	gene-TPANIC_RS04165	TRANSCRIPT_gene-TPANIC_RS04165	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
metK	gene-TPANIC_RS03935	TRANSCRIPT_gene-TPANIC_RS03935	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
mfd	gene-TPANIC_RS01685	TRANSCRIPT_gene-TPANIC_RS01685	protein_coding	0	1	0	5	0	0	0	0	1	0	0	0	0	1	4
mgtE	gene-TPANIC_RS04510	TRANSCRIPT_gene-TPANIC_RS04510	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
miaA	gene-TPANIC_RS03145	TRANSCRIPT_gene-TPANIC_RS03145	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
miaB	gene-TPANIC_RS03735	TRANSCRIPT_gene-TPANIC_RS03735	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
mltG	gene-TPANIC_RS02395	TRANSCRIPT_gene-TPANIC_RS02395	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	4
mnmE	gene-TPANIC_RS02705	TRANSCRIPT_gene-TPANIC_RS02705	protein_coding	0	0	0	26	0	0	0	0	25	0	0	0	0	0	1
mnmG	gene-TPANIC_RS00215	TRANSCRIPT_gene-TPANIC_RS00215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
motB	gene-TPANIC_RS03590	TRANSCRIPT_gene-TPANIC_RS03590	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
mraZ	gene-TPANIC_RS01870	TRANSCRIPT_gene-TPANIC_RS01870	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
mrdA	gene-TPANIC_RS02435	TRANSCRIPT_gene-TPANIC_RS02435	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
mreC	gene-TPANIC_RS02425	TRANSCRIPT_gene-TPANIC_RS02425	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
mreD	gene-TPANIC_RS02430	TRANSCRIPT_gene-TPANIC_RS02430	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
murA	gene-TPANIC_RS00145	TRANSCRIPT_gene-TPANIC_RS00145	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	5
murD	gene-TPANIC_RS04445	TRANSCRIPT_gene-TPANIC_RS04445	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
murG	gene-TPANIC_RS02560	TRANSCRIPT_gene-TPANIC_RS02560	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
murI	gene-TPANIC_RS01985	TRANSCRIPT_gene-TPANIC_RS01985	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
murJ	gene-TPANIC_RS02525	TRANSCRIPT_gene-TPANIC_RS02525	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0
mutL	gene-TPANIC_RS01500	TRANSCRIPT_gene-TPANIC_RS01500	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
mutS	gene-TPANIC_RS01600	TRANSCRIPT_gene-TPANIC_RS01600	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	12
nadD	gene-TPANIC_RS03675	TRANSCRIPT_gene-TPANIC_RS03675	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
ndk	gene-TPANIC_RS04985	TRANSCRIPT_gene-TPANIC_RS04985	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
nusA	gene-TPANIC_RS04400	TRANSCRIPT_gene-TPANIC_RS04400	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	0	84
nusB	gene-TPANIC_RS05010	TRANSCRIPT_gene-TPANIC_RS05010	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
nusG	gene-TPANIC_RS01195	TRANSCRIPT_gene-TPANIC_RS01195	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
oadA	gene-TPANIC_RS00275	TRANSCRIPT_gene-TPANIC_RS00275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
pcnB	gene-TPANIC_RS02945	TRANSCRIPT_gene-TPANIC_RS02945	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
pgl	gene-TPANIC_RS02320	TRANSCRIPT_gene-TPANIC_RS02320	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
pgsA	gene-TPANIC_RS01290	TRANSCRIPT_gene-TPANIC_RS01290	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
pncB	gene-TPANIC_RS03105	TRANSCRIPT_gene-TPANIC_RS03105	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
polA	gene-TPANIC_RS00515	TRANSCRIPT_gene-TPANIC_RS00515	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
prfA	gene-TPANIC_RS00250	TRANSCRIPT_gene-TPANIC_RS00250	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
prfB	gene-TPANIC_RS02840	TRANSCRIPT_gene-TPANIC_RS02840	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
priA	gene-TPANIC_RS01160	TRANSCRIPT_gene-TPANIC_RS01160	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1
prmC	gene-TPANIC_RS00255	TRANSCRIPT_gene-TPANIC_RS00255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
proB	gene-TPANIC_RS01720	TRANSCRIPT_gene-TPANIC_RS01720	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
proC	gene-TPANIC_RS03945	TRANSCRIPT_gene-TPANIC_RS03945	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
recG	gene-TPANIC_RS03410	TRANSCRIPT_gene-TPANIC_RS03410	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
recJ	gene-TPANIC_RS03495	TRANSCRIPT_gene-TPANIC_RS03495	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
recN	gene-TPANIC_RS02155	TRANSCRIPT_gene-TPANIC_RS02155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rho	gene-TPANIC_RS01280	TRANSCRIPT_gene-TPANIC_RS01280	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
rimM	gene-TPANIC_RS04460	TRANSCRIPT_gene-TPANIC_RS04460	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
rimP	gene-TPANIC_RS04405	TRANSCRIPT_gene-TPANIC_RS04405	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	0	84
rlmB	gene-TPANIC_RS00535	TRANSCRIPT_gene-TPANIC_RS00535	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rlmN	gene-TPANIC_RS00330	TRANSCRIPT_gene-TPANIC_RS00330	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
rnhA	gene-TPANIC_RS01730	TRANSCRIPT_gene-TPANIC_RS01730	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rnpA	gene-TPANIC_RS04680	TRANSCRIPT_gene-TPANIC_RS04680	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rodA	gene-TPANIC_RS02440	TRANSCRIPT_gene-TPANIC_RS02440	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
rpiA	gene-TPANIC_RS03045	TRANSCRIPT_gene-TPANIC_RS03045	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	2
rplK	gene-TPANIC_RS01200	TRANSCRIPT_gene-TPANIC_RS01200	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
rplL	gene-TPANIC_RS01215	TRANSCRIPT_gene-TPANIC_RS01215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rplM	gene-TPANIC_RS05065	TRANSCRIPT_gene-TPANIC_RS05065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rplS	gene-TPANIC_RS04470	TRANSCRIPT_gene-TPANIC_RS04470	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
rplT	gene-TPANIC_RS04195	TRANSCRIPT_gene-TPANIC_RS04195	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rplU	gene-TPANIC_RS03695	TRANSCRIPT_gene-TPANIC_RS03695	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpmA	gene-TPANIC_RS03685	TRANSCRIPT_gene-TPANIC_RS03685	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
rpmE	gene-TPANIC_RS01285	TRANSCRIPT_gene-TPANIC_RS01285	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
rpmF	gene-TPANIC_RS03995	TRANSCRIPT_gene-TPANIC_RS03995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpmG	gene-TPANIC_RS01180	TRANSCRIPT_gene-TPANIC_RS01180	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
rpmH	gene-TPANIC_RS05380	TRANSCRIPT_gene-TPANIC_RS05380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpmI	gene-TPANIC_RS04200	TRANSCRIPT_gene-TPANIC_RS04200	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rpoB	gene-TPANIC_RS01220	TRANSCRIPT_gene-TPANIC_RS01220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
rpoD	gene-TPANIC_RS02405	TRANSCRIPT_gene-TPANIC_RS02405	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
rpoN	gene-TPANIC_RS00560	TRANSCRIPT_gene-TPANIC_RS00560	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
rpsA	gene-TPANIC_RS01415	TRANSCRIPT_gene-TPANIC_RS01415	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
rpsB	gene-TPANIC_RS02990	TRANSCRIPT_gene-TPANIC_RS02990	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
rpsD	gene-TPANIC_RS01515	TRANSCRIPT_gene-TPANIC_RS01515	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	4
rpsP	gene-TPANIC_RS04450	TRANSCRIPT_gene-TPANIC_RS04450	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
rrf	gene-TPANIC_RS01135	rna-TPANIC_RS01135	rRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
rseP	gene-TPANIC_RS02960	TRANSCRIPT_gene-TPANIC_RS02960	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
rsfS	gene-TPANIC_RS03660	TRANSCRIPT_gene-TPANIC_RS03660	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
rsmA	gene-TPANIC_RS01650	TRANSCRIPT_gene-TPANIC_RS01650	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rsmD	gene-TPANIC_RS00315	TRANSCRIPT_gene-TPANIC_RS00315	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rsmG	gene-TPANIC_RS04655	TRANSCRIPT_gene-TPANIC_RS04655	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rsmH	gene-TPANIC_RS01875	TRANSCRIPT_gene-TPANIC_RS01875	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3
ruvA	gene-TPANIC_RS02665	TRANSCRIPT_gene-TPANIC_RS02665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ruvC	gene-TPANIC_RS02530	TRANSCRIPT_gene-TPANIC_RS02530	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	1
sbcC	gene-TPANIC_RS03100	TRANSCRIPT_gene-TPANIC_RS03100	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
scpB	gene-TPANIC_RS02240	TRANSCRIPT_gene-TPANIC_RS02240	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0
secA	gene-TPANIC_RS01855	TRANSCRIPT_gene-TPANIC_RS01855	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
secD	gene-TPANIC_RS02005	TRANSCRIPT_gene-TPANIC_RS02005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
secE	gene-TPANIC_RS01190	TRANSCRIPT_gene-TPANIC_RS01190	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
secF	gene-TPANIC_RS02010	TRANSCRIPT_gene-TPANIC_RS02010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
secG	gene-TPANIC_RS02630	TRANSCRIPT_gene-TPANIC_RS02630	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
serS	gene-TPANIC_RS03205	TRANSCRIPT_gene-TPANIC_RS03205	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
smpB	gene-TPANIC_RS00915	TRANSCRIPT_gene-TPANIC_RS00915	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
sppA	gene-TPANIC_RS04920	TRANSCRIPT_gene-TPANIC_RS04920	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
sufB	gene-TPANIC_RS03025	TRANSCRIPT_gene-TPANIC_RS03025	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
sufC	gene-TPANIC_RS03020	TRANSCRIPT_gene-TPANIC_RS03020	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	1
sufD	gene-TPANIC_RS03030	TRANSCRIPT_gene-TPANIC_RS03030	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
surE	gene-TPANIC_RS02050	TRANSCRIPT_gene-TPANIC_RS02050	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
thiD	gene-TPANIC_RS00580	TRANSCRIPT_gene-TPANIC_RS00580	protein_coding	0	0	1	10	0	0	0	0	0	0	1	0	0	0	10
thiI	gene-TPANIC_RS02755	TRANSCRIPT_gene-TPANIC_RS02755	protein_coding	0	0	2	7	0	0	0	0	1	0	2	0	0	0	6
tig	gene-TPANIC_RS02475	TRANSCRIPT_gene-TPANIC_RS02475	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
tilS	gene-TPANIC_RS01830	TRANSCRIPT_gene-TPANIC_RS01830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
tkt	gene-TPANIC_RS02760	TRANSCRIPT_gene-TPANIC_RS02760	protein_coding	0	0	1	7	0	0	0	0	7	0	1	0	0	0	0
topA	gene-TPANIC_RS01925	TRANSCRIPT_gene-TPANIC_RS01925	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
trkA	gene-TPANIC_RS02510	TRANSCRIPT_gene-TPANIC_RS02510	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
trmB	gene-TPANIC_RS02265	TRANSCRIPT_gene-TPANIC_RS02265	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0
trmD	gene-TPANIC_RS04465	TRANSCRIPT_gene-TPANIC_RS04465	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
trpS	gene-TPANIC_RS03125	TRANSCRIPT_gene-TPANIC_RS03125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
trxA	gene-TPANIC_RS04520	TRANSCRIPT_gene-TPANIC_RS04520	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
trxB	gene-TPANIC_RS04030	TRANSCRIPT_gene-TPANIC_RS04030	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
tsaB	gene-TPANIC_RS04320	TRANSCRIPT_gene-TPANIC_RS04320	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
tsaD	gene-TPANIC_RS03375	TRANSCRIPT_gene-TPANIC_RS03375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
tsaE	gene-TPANIC_RS04315	TRANSCRIPT_gene-TPANIC_RS04315	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
udp	gene-TPANIC_RS05080	TRANSCRIPT_gene-TPANIC_RS05080	protein_coding	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0
ugpC	gene-TPANIC_RS03980	TRANSCRIPT_gene-TPANIC_RS03980	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
uvrA	gene-TPANIC_RS02515	TRANSCRIPT_gene-TPANIC_RS02515	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	1
uvrB	gene-TPANIC_RS00585	TRANSCRIPT_gene-TPANIC_RS00585	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	1
uvrC	gene-TPANIC_RS02295	TRANSCRIPT_gene-TPANIC_RS02295	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
vwb	gene-TPANIC_RS03720	TRANSCRIPT_gene-TPANIC_RS03720	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
whiG	gene-TPANIC_RS03520	TRANSCRIPT_gene-TPANIC_RS03520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
xth	gene-TPANIC_RS00630	TRANSCRIPT_gene-TPANIC_RS00630	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0
yajC	gene-TPANIC_RS02000	TRANSCRIPT_gene-TPANIC_RS02000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ychF	gene-TPANIC_RS00625	TRANSCRIPT_gene-TPANIC_RS00625	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	1
yidC	gene-TPANIC_RS04670	TRANSCRIPT_gene-TPANIC_RS04670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
yidD	gene-TPANIC_RS04675	TRANSCRIPT_gene-TPANIC_RS04675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
yqeK	gene-TPANIC_RS03670	TRANSCRIPT_gene-TPANIC_RS03670	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
zwf	gene-TPANIC_RS02325	TRANSCRIPT_gene-TPANIC_RS02325	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
